elexonBmUnit,nationalGridBmUnit,elexonBmUnit,eic,fuelType,leadPartyName,bmUnitType,fpnFlag,bmUnitName,leadPartyId,demandCapacity,generationCapacity,productionOrConsumptionFlag,transmissionLossFactor,workingDayCreditAssessmentImportCapability,nonWorkingDayCreditAssessmentImportCapability,workingDayCreditAssessmentExportCapability,nonWorkingDayCreditAssessmentExportCapability,creditQualifyingStatus,demandInProductionFlag,gspGroupId,gspGroupName,interconnectorId
I_IFD-PLAN1,IFD-PLAN1,I_IFD-PLAN1,,,BCM Energy,I,TRUE,I_IFD-PLAN1,BCMENERG,-400,0,C,0.0097117,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-PTRS1,IFD-PTRS1,I_IFD-PTRS1,,,PetroChina International,I,TRUE,PETRIN-IFDD,PETRIN,-2000,0,C,0.0231229,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-PWMR1,IFD-PWMR1,I_IFD-PWMR1,,,PowerMart ApS,I,TRUE,IFA EXPORT,POMA,-1000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-QTPT1,IFD-QTPT1,I_IFD-QTPT1,,,Quantum Power Trading,I,TRUE,QPT FROM UK,QPT,-1000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-QUAR1,IFD-QUAR1,I_IFD-QUAR1,,,Quark Energy Trading Limited,I,TRUE,IFA1 DEMAND,QUARKET,-2000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-QUEN1,IFD-QUEN1,I_IFD-QUEN1,,,QUENT ApS,I,TRUE,Flow FROM UK,QUENT,-1000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-RESP1,IFD-RESP1,I_IFD-RESP1,,,RESPECT ENERGY S.A.,I,TRUE,RESA-IFA-FU,RESA,-700,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-RISQ1,IFD-RISQ1,I_IFD-RISQ1,,,Risq Energy Limited,I,TRUE,RISQ from the UK,RISQ,-1000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-RWES1,IFD-RWES1,I_IFD-RWES1,,,RWE Supply and Trading GmbH,I,TRUE,RWEST IFA Export,RWE,-2000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-SEAG1,IFD-SEAG1,I_IFD-SEAG1,,,Seagull Energy Trading,I,TRUE,I_IFD-SEAG1,SEAGULL,-4000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-SECF1,IFD-SECF1,I_IFD-SECF1,,,Second Foundation Trading AG,I,TRUE,IFA1 Dem,TRISOLAR,-400,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-SETL1,IFD-SETL1,I_IFD-SETL1,,,Shell Energy Europe Limited,I,TRUE,CONSUMPTION BMU,SHELL2,-2000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-SIRI1,IFD-SIRI1,I_IFD-SIRI1,,,Sirius Energy SA,I,TRUE,I_IFD-SIRI1,SIRIUSEN,-2000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-SPEM1,IFD-SPEM1,I_IFD-SPEM1,,,SP Energy Management Ltd,I,TRUE,IFD-SPEM1,SPOWER02,-2000,0,C,0.0140482,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-SSEG1,IFD-SSEG1,I_IFD-SSEG1,,,SSE Energy Supply Limited,I,TRUE,SSE EUI-FRANCE GBF,SSE,0,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-STAT1,IFD-STAT1,I_IFD-STAT1,,,Statkraft Markets Gmbh,I,TRUE,STATKRAFT_UK_FRANCE EXPORT,STATKRA1,-400,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-STGS1,IFD-STGS1,I_IFD-STGS1,,,STG Switzerland GmbH,I,TRUE,STG CH IFA GB-FR,STG8T4R,-2000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-TFEE1,IFD-TFEE1,I_IFD-TFEE1,,,TotalEnergies Gas & Power Ltd,I,TRUE,D-TFEE,TFEGP,-2000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-TILD1,IFD-TILD1,I_IFD-TILD1,,,Tilde Energy Trading A/S,I,TRUE,I_IFD-TILD1,TILDEET,-1000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-TRFD1,IFD-TRFD1,I_IFD-TRFD1,,,Trafigura Denmark ApS,I,TRUE,IFA1_EX,TRAFDK23,-1000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-TRFG1,IFD-TRFG1,I_IFD-TRFG1,,,Trafigura Trading Sarl,I,TRUE,IFA1_EX,TRAF,-1000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-TRGY1,IFD-TRGY1,I_IFD-TRGY1,,,Tradergy S. L.,I,TRUE,Flow from UK,TRADERGY,-1400,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-TRLS1,IFD-TRLS1,I_IFD-TRLS1,,,Engelhart CTP Renewables GmbH,I,TRUE,IFA_TRL_C,GREENPWR,-4000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-TRSI1,IFD-TRSI1,I_IFD-TRSI1,,,Trasteel International SA,I,TRUE,Flow FROM UK,TRAINT,-1000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-VOLT1,IFD-VOLT1,I_IFD-VOLT1,,,Volta Energy DAC,I,TRUE,IFA FROM UK,VOLTADAC,-500,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-VSAL1,IFD-VSAL1,I_IFD-VSAL1,,,VITOL SA,I,TRUE,FPNC,VITOLSA,-2000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-VTFS1,IFD-VTFS1,I_IFD-VTFS1,,,Vattenfall Energy Trading,I,TRUE,IFD-VTFS1,VTS,-1000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-WOLF1,IFD-WOLF1,I_IFD-WOLF1,,,Wolfram Trading ApS,I,TRUE,WT IFA Import BMU,WT74183,-800,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFD-XNON1,IFD-XNON1,I_IFD-XNON1,,,XENON CAPITAL MARKETS LTD,I,TRUE,XENON-IFA-C,XENON,-2000,0,C,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ACCE1,IFG-ACCE1,I_IFG-ACCE1,,,Centrica Energy Limited,I,TRUE,ACC INTERCON,ACCORD,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ALEU1,IFG-ALEU1,I_IFG-ALEU1,,,Alphataraxia Europium BV,I,TRUE,ATX_FRANCE_GEN,ATX,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ALIP1,IFG-ALIP1,I_IFG-ALIP1,,,Energetick ApS,I,TRUE,Flow into UK,ALPSNRG,0,100,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ALPE1,IFG-ALPE1,I_IFG-ALPE1,,,Alpha Energy ApS,I,TRUE,IFA1 Generation,ALPHAENE,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ARON1,IFG-ARON1,I_IFG-ARON1,,,J.Aron & Company,I,TRUE,IFG-ARON1,JARON,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-AROS1,IFG-AROS1,I_IFG-AROS1,,,Arosource ApS,I,TRUE,AROS Flow INTO UK,AROSOURC,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ARTH1,IFG-ARTH1,I_IFG-ARTH1,,,Aarhus Trading A/S,I,TRUE,I_IFG-ARTH1,ATAS,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ATLS1,IFG-ATLS1,I_IFG-ATLS1,,,Atlas Energy DAC,I,TRUE,Atlas FRIFA1-GB,AED75443,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-BAYW1,IFG-BAYW1,I_IFG-BAYW1,,,Baywa r.e. Energy Trading GmbH,I,TRUE,Flow into UK over IFA1,B9R3T560,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-BDEN1,IFG-BDEN1,I_IFG-BDEN1,,,BD Energy A/S,I,TRUE,BDE INTO UK,BDENERGY,0,720,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-BKWE1,IFG-BKWE1,I_IFG-BKWE1,,,BKW Energie AG,I,TRUE,IFG-BKWE1,BKW,0,1500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-BNPS1,IFG-BNPS1,I_IFG-BNPS1,,,BNP Paribas,I,TRUE,BNP Paribas UK Import,BNPP,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-BPGE1,IFG-BPGE1,I_IFG-BPGE1,,,BP Gas Marketing Limited,I,TRUE,I_IFG-BPGE1,BPGAS,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CACM1,IFG-CACM1,I_IFG-CACM1,,,C A Commodities A/S,I,TRUE,IFA1 Flow into UK,CACOMAS,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CBST1,IFG-CBST1,I_IFG-CBST1,,,Cobblestone Energy,I,TRUE,Cobblestone Energy Ltd,CBBLESTN,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CCME1,IFG-CCME1,I_IFG-CCME1,,,Castleton Commodities Europe,I,TRUE,CCME INTO UK,CASTLEEU,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CETL1,IFG-CETL1,I_IFG-CETL1,,,Conrad Energy (Trading) Ltd,I,TRUE,CONRAD INTO UK,CONRAD,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CEZC1,IFG-CEZC1,I_IFG-CEZC1,,,CEZ A.S,I,TRUE,IFA Import,45274649,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CFPE1,IFG-CFPE1,I_IFG-CFPE1,,,CFP Commodities Limited,I,TRUE,I_IFG-CFPE1,CFPC1,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CGML1,IFG-CGML1,I_IFG-CGML1,,,Citigroup Global Markets Ltd,I,TRUE,CGMLGEN,CGML2007,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CNGS1,IFG-CNGS1,I_IFG-CNGS1,,,Cenergise Limited,I,TRUE,CNGS_G_IFA,CEGISE,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CNRE1,IFG-CNRE1,I_IFG-CNRE1,,,Compagnie Nationale du Rhone,I,TRUE,I_IFG-CNRE1,CNRP,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-COMM1,IFG-COMM1,I_IFG-COMM1,,,COMCOM Trading d.o.o,I,TRUE,I_IFG-COMM1,COMCOM,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CONS1,IFG-CONS1,I_IFG-CONS1,,,Constellation Generation LTD,I,TRUE,Constellation France Prod,EXGENLIM,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CONV1,IFG-CONV1,I_IFG-CONV1,,,Convex Energy GmbH,I,TRUE,IFG-CONV1,GEAG,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-COPN1,IFG-COPN1,I_IFG-COPN1,,,Copenhagen Energy Trading A/S,I,TRUE,CET_IFA,CET1234,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-CURR1,IFG-CURR1,I_IFG-CURR1,,,Current Commodities A/S,I,TRUE,I_IFG-CURR1,CURRENT,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-DARE1,IFG-DARE1,I_IFG-DARE1,,,Dare Power Ltd,I,TRUE,I_IFG-DARE1,DARE,0,4000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-DMCC1,IFG-DMCC1,I_IFG-DMCC1,,,Cobblestone Energy DMCC,I,TRUE,Cobblestone Energy DMCC,OLDKENT,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-DNGN1,IFG-DNGN1,I_IFG-DNGN1,,,Orsted Salg & Service A/S,I,TRUE,IFG-DNGN1,DEEM1000,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-DSKC1,IFG-DSKC1,I_IFG-DSKC1,,,Danske Commodities A/S,I,TRUE,DANSKEGE,DANSKE,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-DUEN1,IFG-DUEN1,I_IFG-DUEN1,,,Duferco Energia S.p.A.,I,TRUE,IFA_FR-UK,DUCEX123,0,200,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-DUFE1,IFG-DUFE1,I_IFG-DUFE1,,,DXT Commodities SA,I,TRUE,DUFENERGY FR - UK,DUFENERG,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-DVAL1,IFG-DVAL1,I_IFG-DVAL1,,,DVALIN ApS,I,TRUE,I_IFG-DVAL1,DVALIN,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-DVTD1,IFG-DVTD1,I_IFG-DVTD1,,,DV Trading (Europe) P/S,I,TRUE,DV FRIFA1-GB,DVTRAD45,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ECCA1,IFG-ECCA1,I_IFG-ECCA1,,,ECC AG,I,TRUE,ECC-XB-PRODUCTION,ECC,0,3000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-EDFT1,IFG-EDFT1,I_IFG-EDFT1,,,EDF TRADING LIMITED,I,TRUE,EDFTG,EDFT,0,4000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-EDMK1,IFG-EDMK1,I_IFG-EDMK1,,,Mind Energy A/S,I,TRUE,Energidk_G,ENERGIDK,0,3000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-EGLE1,IFG-EGLE1,I_IFG-EGLE1,,,Axpo Solutions AG,I,TRUE,EGL Production,EGL,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ELEE1,IFG-ELEE1,I_IFG-ELEE1,,,Electrabel SA,I,TRUE,IELECBEL,ELECBEL,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ELTR1,IFG-ELTR1,I_IFG-ELTR1,,,ElectroRoute Energy Trading,I,TRUE,EETL IFA FRGB BMU,ELECTRO,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ENBW1,IFG-ENBW1,I_IFG-ENBW1,,,EnBW Energie Ba-Wu AG,I,TRUE,I_IFG-ENBW1,ENBWNPT,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ENEL1,IFG-ENEL1,I_IFG-ENEL1,,,Enel Global Trading S.P.A,I,TRUE,EnelTradeIFA,ENELTRAD,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ENET1,IFG-ENET1,I_IFG-ENET1,,,Eneco Energy Trade,I,TRUE,I_IFG-ENET1,ENECOUK,0,50,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ENKI1,IFG-ENKI1,I_IFG-ENKI1,,,ENKI TRADING S.R.O.,I,TRUE,NANOTRAD Gen,NANOTRD,0,500,P,0.015752,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ENSC1,IFG-ENSC1,I_IFG-ENSC1,,,EnSCo Energy Services Company,I,TRUE,Flow into UK,ENSCOAG,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ENSP1,IFG-ENSP1,I_IFG-ENSP1,,,enspired GmbH,I,TRUE,IF-ENSP-FROM-UK,ENSPIRED,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ENTC1,IFG-ENTC1,I_IFG-ENTC1,,,Energetech Europe BV,I,TRUE,ENTC1 to UK,ENERGETE,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ENVM1,IFG-ENVM1,I_IFG-ENVM1,,,Energya VM Gestion De Energia,I,TRUE,ENERVMGEN,ENERVM,0,2000,P,0.0221547,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ENZL1,IFG-ENZL1,I_IFG-ENZL1,,,ENZOL Energy Trading ApS,I,TRUE,IFA (FRANCE) flow INTO UK,ENZOL,0,800,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-EOET1,IFG-EOET1,I_IFG-EOET1,,,Uniper Global Commodities SE,I,TRUE,IFG-EOET1,EONETRAD,0,510,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-EPCO1,IFG-EPCO1,I_IFG-EPCO1,,,EP COMMODITIES A.S,I,TRUE,EPCAS_FRANCE_GEN,EPCAS,0,300,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-ERVA1,IFG-ERVA1,I_IFG-ERVA1,,,Erova Energy Limited,I,TRUE,EROVA_G_IFA,EROVAIRL,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-EWII1,IFG-EWII1,I_IFG-EWII1,,,EWII Energi A/S,I,TRUE,EWII-IFA1-TO-UK,EWII6000,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-EXXO1,IFG-EXXO1,I_IFG-EXXO1,,,EXXONMOBIL GAS MARKETING,I,TRUE,EXXON INTO UK,EM123,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-EZCO1,IFG-EZCO1,I_IFG-EZCO1,,,ENZEE Commodities A/S,I,TRUE,Flow into UK,ENZEE,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-EZPD1,IFG-EZPD1,I_IFG-EZPD1,,,Ezpada AG,I,TRUE,Ezpada Into UK,11XEZPAG,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-FLEX1,IFG-FLEX1,I_IFG-FLEX1,,,CFP FlexPower GmbH,I,TRUE,I_IFG-FLEX1,FLXPWR,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-FPCD1,IFG-FPCD1,I_IFG-FPCD1,,,Freepoint Commodities Europe,I,TRUE,IFG-FPCD1,FREEPNT,0,150,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-GASE1,IFG-GASE1,I_IFG-GASE1,,,ENGIE GLOBAL MARKETS,I,TRUE,IFA_P,GASELYS,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-GAZP1,IFG-GAZP1,I_IFG-GAZP1,,,SEFE Marketing & Trading LTD,I,TRUE,GAZPROMG,GAZPROM,0,3000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-GDFE1,IFG-GDFE1,I_IFG-GDFE1,,,ENGIE Power Limited,I,TRUE,GDFI,RWETDL,0,200,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-GENI1,IFG-GENI1,I_IFG-GENI1,,,"GEN-I, d.o.o.",I,TRUE,Into UK,GENI,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-GLEN1,IFG-GLEN1,I_IFG-GLEN1,,,Glencore Energy UK Ltd,I,TRUE,Flow into UK,GENUK,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-GRMC1,IFG-GRMC1,I_IFG-GRMC1,,,A/S Global Risk Management Ltd,I,TRUE,Flows into the  UK,GRMC,0,1000,P,0.0084878,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-GRMT1,IFG-GRMT1,I_IFG-GRMT1,,,A/S Global Risk Management Ltd,I,TRUE,GRM,GLOBAL,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-HART1,IFG-HART1,I_IFG-HART1,,,HAPPGCO,I,TRUE,Flow into UK,HEPGCO,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-HELI1,IFG-HELI1,I_IFG-HELI1,,,Helios Power Trading A/S,I,TRUE,HELIOS FRANCE GEN,HELIOS,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-IBES1,IFG-IBES1,I_IFG-IBES1,,,Iberdrola Energia Espana S.AU.,I,TRUE,IFG_FRANCE_GEN,IBEGENES,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-IDCT1,IFG-IDCT1,I_IFG-IDCT1,,,Inductive Energy A/S,I,TRUE,Induct_IFA1UK,INDUCTIV,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-IMPT1,IFG-IMPT1,I_IFG-IMPT1,,,Impact Energy Trading A/S,I,TRUE,Flow into UK,IMPACT25,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-INCM1,IFG-INCM1,I_IFG-INCM1,,,IN COMMODITIES A/S,I,TRUE,IFAINCOMASP,INCOMAS,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-JWME1,IFG-JWME1,I_IFG-JWME1,,,JWM Energia,I,TRUE,I_IFG-JWME1,JWM,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-KCST1,IFG-KCST1,I_IFG-KCST1,,,KOCH SUPPLY & TRADING SARL,I,TRUE,IFA_GEN,KSARL,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-KVAS1,IFG-KVAS1,I_IFG-KVAS1,,,Kvasir Technologies,I,TRUE,I_IFG-KVAS1,KVASIR,0,50,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-LTFD1,IFG-LTFD1,I_IFG-LTFD1,,,LIGHTFIELD LTD,I,TRUE,LIGHTFLD_IFA_INTO_UK,LIGHTFLD,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-MCRA1,IFG-MCRA1,I_IFG-MCRA1,,,Mercuria Energy Trading SA,I,TRUE,IFGMCRA1,METSA,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-MFTE1,IFG-MFTE1,I_IFG-MFTE1,,,MFT Energy A/S,I,TRUE,MFT_IMP,MFTE,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-MQBN1,IFG-MQBN1,I_IFG-MQBN1,,,Macquarie Bank Limited,I,TRUE,Macquarie Bank IFA,MBLLO,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-NEAS1,IFG-NEAS1,I_IFG-NEAS1,,,Centrica Energy Trading A/S,I,TRUE,IFANEASGEN,NEAS,0,4000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-NEHO1,IFG-NEHO1,I_IFG-NEHO1,,,Nordic Energy House ApS,I,TRUE,IFA NEH-G,NEH,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-NITR1,IFG-NITR1,I_IFG-NITR1,,,Nitor Energy A/S,I,TRUE,IFA INTO UK,NIREX,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-NORL1,IFG-NORL1,I_IFG-NORL1,,,Norlys Energy Trading A/S,I,TRUE,NORLYS_IFA_P,NORLYS,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-NSDQ1,IFG-NSDQ1,I_IFG-NSDQ1,,,European Market Coupling,I,TRUE,NOMX_IFG,NORDPOOL,0,2000,P,0.0140482,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-NTPL1,IFG-NTPL1,I_IFG-NTPL1,,,Northpool BV,I,TRUE,I_IFG-NTPL1,NORTHPL,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-NVAL1,IFG-NVAL1,I_IFG-NVAL1,,,Nvalue AG,I,TRUE,NVALUE IMPORT1,NVALUE,0,500,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-OMPX1,IFG-OMPX1,I_IFG-OMPX1,,,Ompex AG,I,TRUE,OMPEX_IFA_FR-GB,OMPEX,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-OPMX1,IFG-OPMX1,I_IFG-OPMX1,,,Optimax Energy GmbH,I,TRUE,I_IFG-OPMX1,OPTIMAX,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-OUTL1,IFG-OUTL1,I_IFG-OUTL1,,,Outlook Energy Ltd,I,TRUE,I_IFG-OUTL1,OUTLOOK,0,4000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-PEAK1,IFG-PEAK1,I_IFG-PEAK1,,,Peak Gen Top Co Limited,I,TRUE,PGIFA Generation,PEAKGEN,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-PETC1,IFG-PETC1,I_IFG-PETC1,,,PETROCHINA INTL LONDON CO. LTD,I,TRUE,PCIL FR TO UK IFA,PETCHINA,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-PLAN1,IFG-PLAN1,I_IFG-PLAN1,,,BCM Energy,I,TRUE,I_IFG-PLAN1,BCMENERG,0,400,P,0.0097117,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-PTRS1,IFG-PTRS1,I_IFG-PTRS1,,,PetroChina International,I,TRUE,PETRIN-IFDG,PETRIN,0,2000,P,0.0231229,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-PWMR1,IFG-PWMR1,I_IFG-PWMR1,,,PowerMart ApS,I,TRUE,IFA IMPORT,POMA,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-QTPT1,IFG-QTPT1,I_IFG-QTPT1,,,Quantum Power Trading,I,TRUE,QPT INTO UK,QPT,0,1000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
I_IFG-QUAR1,IFG-QUAR1,I_IFG-QUAR1,,,Quark Energy Trading Limited,I,TRUE,IFA1 GEN,QUARKET,0,2000,P,0.0113381,0,0,0,0,FALSE,FALSE,,,FRANCE
